ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 6;mg_omp_f90_gfortran;mg.f90:609-611;resid_._omp_fn.0;Innermost;5.5650005340576;5.4507741928101;32.072765350342;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 5;mg_omp_f90_gfortran;mg.f90:623-623;resid_._omp_fn.0;Innermost;3.449999332428;3.2939927577972;19.38210105896;1.00;1.00;1.00;1.00;1;100.00;100.00;14.00;14.00;14.00;14.00;14.00
Loop 15;mg_omp_f90_gfortran;mg.f90:538-540;psinv_._omp_fn.0;Innermost;2.6499993801117;2.5939464569092;15.262976646423;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 14;mg_omp_f90_gfortran;mg.f90:547-547;psinv_._omp_fn.0;Innermost;1.3249998092651;1.2599376440048;7.4135680198669;1.00;1.00;1.00;1.00;1;100.00;100.00;8.00;8.00;8.00;8.00;8.00
Loop 53;mg_omp_f90_gfortran;mg.f90:701-703;rprj3_._omp_fn.0;Innermost;0.98000007867813;0.95493847131729;5.6189298629761;1.00;1.00;1.38;6.00;1;83.33;68.75;18.00;18.00;18.00;13.00;3.00
Loop 20;mg_omp_f90_gfortran;mg.f90:791-793;interp_._omp_fn.0;Innermost;0.4200000166893;0.41538006067276;2.4441275596619;1.00;1.00;1.14;5.33;1;100.00;83.33;16.00;16.00;16.00;14.00;3.00
Loop 52;mg_omp_f90_gfortran;mg.f90:709-716;rprj3_._omp_fn.0;Innermost;0.45999997854233;0.40448722243309;2.3800332546234;1.00;1.00;1.33;3.75;1;100.00;80.77;30.00;30.00;30.00;22.50;8.00
Loop 21;mg_omp_f90_gfortran;mg.f90:785-787;interp_._omp_fn.0;Innermost;0.38999998569489;0.38342773914337;2.2561178207397;1.00;1.00;1.14;5.33;1;100.00;83.33;16.00;16.00;16.00;14.00;3.00
Loop 18;mg_omp_f90_gfortran;mg.f90:803-805;interp_._omp_fn.0;Innermost;0.42500001192093;0.36309444904327;2.1364750862122;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 19;mg_omp_f90_gfortran;mg.f90:797-799;interp_._omp_fn.0;Innermost;0.35999998450279;0.31661835312843;1.8630063533783;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 22;mg_omp_f90_gfortran;mg.f90:778-780;interp_._omp_fn.0;Innermost;0.33499997854233;0.30935648083687;1.8202768564224;1.00;1.00;1.00;1.15;1;100.00;100.00;9.17;9.17;9.17;9.17;8.00
Loop 1;mg_omp_f90_gfortran;mg.f90:954-956;norm2u3_._omp_fn.0;Innermost;0.12999999523163;0.13144019246101;0.77340400218964;1.00;1.00;1.00;1.00;1;100.00;100.00;32.00;32.00;32.00;32.00;32.00
Loop 74;mg_omp_f90_gfortran;randi8.f90:59-61;vranlc;Single;0.11999998986721;0.1198211684823;0.70503681898117;1.00;1.24;4.00;1.00;1;0.00;25.00;32.00 - 40.00;32.00 - 40.00;25.86 - 32.33;8.00 - 10.00;32.00 - 40.00
