ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 148;mg_mpi_f90_gfortran;mg.f90:739-741;resid;Innermost;2.639999628067;2.4275798797607;19.889999389648;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 147;mg_mpi_f90_gfortran;mg.f90:753-753;resid;Innermost;2.1900000572205;1.8173924684525;14.890524864197;1.00;1.00;1.00;1.25;1;100.00;100.00;20.00;20.00;20.00;20.00;16.00
Loop 144;mg_mpi_f90_gfortran;mg.f90:669-671;psinv;Innermost;1.0500000715256;0.87106907367706;7.1369700431824;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 143;mg_mpi_f90_gfortran;mg.f90:678-678;psinv;Innermost;0.74500000476837;0.62711960077286;5.1382074356079;1.00;1.00;1.00;1.13;1;100.00;100.00;22.67;22.67;22.67;22.67;20.00
Loop 140;mg_mpi_f90_gfortran;mg.f90:835-837;rprj3;Innermost;0.55500000715256;0.51110243797302;4.187638759613;1.00;1.00;1.28;2.67;1;66.67;58.33;16.00;16.00;16.00;12.50;6.00
Loop 96;mg_mpi_f90_gfortran;mg.f90:928-930;interp;Innermost;0.26000002026558;0.2094579488039;1.7161612510681;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 94;mg_mpi_f90_gfortran;mg.f90:940-942;interp;Innermost;0.30500000715256;0.20506811141968;1.6801937818527;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 95;mg_mpi_f90_gfortran;mg.f90:934-936;interp;Innermost;0.25;0.18500028550625;1.5157712697983;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 97;mg_mpi_f90_gfortran;mg.f90:922-924;interp;Innermost;0.23499999940395;0.18437315523624;1.5106329917908;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 139;mg_mpi_f90_gfortran;mg.f90:844-851;rprj3;Innermost;0.21500000357628;0.18249179422855;1.4952183961868;1.00;1.00;1.00;2.00;1;96.00;96.50;24.00;24.00;24.00;24.00;12.00
