group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a372,0x40a3b2,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a3fd,0x40a40c,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a42f,0x40a436,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a340,0x40a381,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a355,0x40a389,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0x40a35c,0x40a363,;Success;128;Success;128;128;0;128;128;2;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a450,0x40a46a,;Success;128;Success;128;128;0;128;128;1;
1;S;VMOVUPD,;0,;0x40a499,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a348,0x40a379,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a36b,0x40a3aa,;Success;128;Success;128;128;0;128;128;1;
3;LLL;MOV,MOV,CMP,;-8328,-8344,-8336,;0x40a3c8,0x40a47a,0x40a4a4,;Success;0;Success;24;24;0;24;0;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a41a,0x40a421,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a3f6,0x40a404,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a3d5,0x40a3dc,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a463,0x40a472,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40a397,0x40a3c0,;Success;128;Success;128;128;0;128;128;1;
