node;pid;tid;core_id;sample_count;
lbw-Lenovo-G5000-IRH8;72377;72402;1;3;
lbw-Lenovo-G5000-IRH8;72377;72402;3;1;
lbw-Lenovo-G5000-IRH8;72377;72402;7;1;
lbw-Lenovo-G5000-IRH8;72377;72402;15;5;
lbw-Lenovo-G5000-IRH8;72377;72402;16;3551;
lbw-Lenovo-G5000-IRH8;72377;72409;1;95;
lbw-Lenovo-G5000-IRH8;72377;72409;2;76;
lbw-Lenovo-G5000-IRH8;72377;72409;3;17;
lbw-Lenovo-G5000-IRH8;72377;72409;4;619;
lbw-Lenovo-G5000-IRH8;72377;72409;5;94;
lbw-Lenovo-G5000-IRH8;72377;72409;6;2215;
lbw-Lenovo-G5000-IRH8;72377;72409;7;15;
lbw-Lenovo-G5000-IRH8;72377;72409;9;3;
lbw-Lenovo-G5000-IRH8;72377;72409;10;28;
lbw-Lenovo-G5000-IRH8;72377;72409;11;36;
lbw-Lenovo-G5000-IRH8;72377;72409;12;318;
lbw-Lenovo-G5000-IRH8;72377;72409;13;34;
lbw-Lenovo-G5000-IRH8;72377;72409;15;1;
lbw-Lenovo-G5000-IRH8;72377;72409;16;1;
lbw-Lenovo-G5000-IRH8;72377;72404;1;291;
lbw-Lenovo-G5000-IRH8;72377;72404;2;291;
lbw-Lenovo-G5000-IRH8;72377;72404;3;2;
lbw-Lenovo-G5000-IRH8;72377;72404;4;94;
lbw-Lenovo-G5000-IRH8;72377;72404;5;13;
lbw-Lenovo-G5000-IRH8;72377;72404;6;271;
lbw-Lenovo-G5000-IRH8;72377;72404;7;97;
lbw-Lenovo-G5000-IRH8;72377;72404;8;1378;
lbw-Lenovo-G5000-IRH8;72377;72404;9;36;
lbw-Lenovo-G5000-IRH8;72377;72404;10;76;
lbw-Lenovo-G5000-IRH8;72377;72404;11;153;
lbw-Lenovo-G5000-IRH8;72377;72404;12;226;
lbw-Lenovo-G5000-IRH8;72377;72404;13;591;
lbw-Lenovo-G5000-IRH8;72377;72404;14;2;
lbw-Lenovo-G5000-IRH8;72377;72413;1;2;
lbw-Lenovo-G5000-IRH8;72377;72413;3;1;
lbw-Lenovo-G5000-IRH8;72377;72413;4;63;
lbw-Lenovo-G5000-IRH8;72377;72413;6;2;
lbw-Lenovo-G5000-IRH8;72377;72413;7;1;
lbw-Lenovo-G5000-IRH8;72377;72413;8;1;
lbw-Lenovo-G5000-IRH8;72377;72413;12;1;
lbw-Lenovo-G5000-IRH8;72377;72413;15;3488;
lbw-Lenovo-G5000-IRH8;72377;72407;1;327;
lbw-Lenovo-G5000-IRH8;72377;72407;2;235;
lbw-Lenovo-G5000-IRH8;72377;72407;3;70;
lbw-Lenovo-G5000-IRH8;72377;72407;4;997;
lbw-Lenovo-G5000-IRH8;72377;72407;5;42;
lbw-Lenovo-G5000-IRH8;72377;72407;6;104;
lbw-Lenovo-G5000-IRH8;72377;72407;7;33;
lbw-Lenovo-G5000-IRH8;72377;72407;9;110;
lbw-Lenovo-G5000-IRH8;72377;72407;10;76;
lbw-Lenovo-G5000-IRH8;72377;72407;11;191;
lbw-Lenovo-G5000-IRH8;72377;72407;12;331;
lbw-Lenovo-G5000-IRH8;72377;72407;13;482;
lbw-Lenovo-G5000-IRH8;72377;72407;14;524;
lbw-Lenovo-G5000-IRH8;72377;72407;16;1;
lbw-Lenovo-G5000-IRH8;72377;72399;1;203;
lbw-Lenovo-G5000-IRH8;72377;72399;2;647;
lbw-Lenovo-G5000-IRH8;72377;72399;3;22;
lbw-Lenovo-G5000-IRH8;72377;72399;4;1037;
lbw-Lenovo-G5000-IRH8;72377;72399;7;19;
lbw-Lenovo-G5000-IRH8;72377;72399;8;643;
lbw-Lenovo-G5000-IRH8;72377;72399;9;28;
