group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0xc133,0xc13a,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0xc0ee,0xc0f5,;Not found;0;Success;128;128;0;128;0;1;
2;LL;VADDPD,VADDPD,;64,0,;0xc160,0xc168,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0xc0df,0xc0e6,;Not found;0;Success;128;128;0;128;0;2;
1;S;VSCATTERQPD,;0,;0xc127,;Not found;0;Success;64;64;0;64;0;1;
1;S;VSCATTERQPD,;0,;0xc17b,;Not found;0;Success;64;64;0;64;0;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0xc142,0xc149,;Not found;0;Success;128;128;0;128;0;1;
2;LL;VADDPD,VADDPD,;64,0,;0xc10c,0xc114,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;0,64,;0xc151,0xc158,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;0,64,;0xc0fd,0xc104,;Not found;0;Success;128;128;0;128;0;2;
