node;pid;tid;core_id;sample_count;
lbw-Lenovo-G5000-IRH8;60613;60636;1;71;
lbw-Lenovo-G5000-IRH8;60613;60636;2;106;
lbw-Lenovo-G5000-IRH8;60613;60636;3;37;
lbw-Lenovo-G5000-IRH8;60613;60636;4;880;
lbw-Lenovo-G5000-IRH8;60613;60636;6;1;
lbw-Lenovo-G5000-IRH8;60613;60636;9;191;
lbw-Lenovo-G5000-IRH8;60613;60636;10;26;
lbw-Lenovo-G5000-IRH8;60613;60636;11;160;
lbw-Lenovo-G5000-IRH8;60613;60636;13;251;
lbw-Lenovo-G5000-IRH8;60613;60636;14;1607;
lbw-Lenovo-G5000-IRH8;60613;60636;16;1;
lbw-Lenovo-G5000-IRH8;60613;60649;1;384;
lbw-Lenovo-G5000-IRH8;60613;60649;2;702;
lbw-Lenovo-G5000-IRH8;60613;60649;3;11;
lbw-Lenovo-G5000-IRH8;60613;60649;4;196;
lbw-Lenovo-G5000-IRH8;60613;60649;5;22;
lbw-Lenovo-G5000-IRH8;60613;60649;6;38;
lbw-Lenovo-G5000-IRH8;60613;60649;7;20;
lbw-Lenovo-G5000-IRH8;60613;60649;9;113;
lbw-Lenovo-G5000-IRH8;60613;60649;10;208;
lbw-Lenovo-G5000-IRH8;60613;60649;11;72;
lbw-Lenovo-G5000-IRH8;60613;60649;12;1138;
lbw-Lenovo-G5000-IRH8;60613;60649;13;402;
lbw-Lenovo-G5000-IRH8;60613;60649;16;1;
lbw-Lenovo-G5000-IRH8;60613;60637;1;57;
lbw-Lenovo-G5000-IRH8;60613;60637;2;51;
lbw-Lenovo-G5000-IRH8;60613;60637;3;16;
lbw-Lenovo-G5000-IRH8;60613;60637;5;14;
lbw-Lenovo-G5000-IRH8;60613;60637;6;1669;
lbw-Lenovo-G5000-IRH8;60613;60637;7;14;
lbw-Lenovo-G5000-IRH8;60613;60637;8;1348;
lbw-Lenovo-G5000-IRH8;60613;60637;9;17;
lbw-Lenovo-G5000-IRH8;60613;60637;10;16;
lbw-Lenovo-G5000-IRH8;60613;60637;11;37;
lbw-Lenovo-G5000-IRH8;60613;60637;13;96;
lbw-Lenovo-G5000-IRH8;60613;60647;1;32;
lbw-Lenovo-G5000-IRH8;60613;60647;2;19;
lbw-Lenovo-G5000-IRH8;60613;60647;5;3;
lbw-Lenovo-G5000-IRH8;60613;60647;6;1414;
lbw-Lenovo-G5000-IRH8;60613;60647;7;2;
lbw-Lenovo-G5000-IRH8;60613;60647;8;1747;
lbw-Lenovo-G5000-IRH8;60613;60647;10;3;
lbw-Lenovo-G5000-IRH8;60613;60647;11;25;
lbw-Lenovo-G5000-IRH8;60613;60647;12;93;
lbw-Lenovo-G5000-IRH8;60613;60642;4;1;
lbw-Lenovo-G5000-IRH8;60613;60642;7;1;
lbw-Lenovo-G5000-IRH8;60613;60642;15;3342;
lbw-Lenovo-G5000-IRH8;60613;60642;16;1;
lbw-Lenovo-G5000-IRH8;60613;60644;2;1;
lbw-Lenovo-G5000-IRH8;60613;60644;4;3;
lbw-Lenovo-G5000-IRH8;60613;60644;14;2;
lbw-Lenovo-G5000-IRH8;60613;60644;16;3341;
lbw-Lenovo-G5000-IRH8;60613;60639;1;166;
lbw-Lenovo-G5000-IRH8;60613;60639;2;142;
lbw-Lenovo-G5000-IRH8;60613;60639;3;57;
lbw-Lenovo-G5000-IRH8;60613;60639;4;1709;
lbw-Lenovo-G5000-IRH8;60613;60639;5;10;
lbw-Lenovo-G5000-IRH8;60613;60639;8;2;
lbw-Lenovo-G5000-IRH8;60613;60639;9;53;
lbw-Lenovo-G5000-IRH8;60613;60639;10;22;
lbw-Lenovo-G5000-IRH8;60613;60639;11;149;
lbw-Lenovo-G5000-IRH8;60613;60639;12;164;
lbw-Lenovo-G5000-IRH8;60613;60639;13;243;
lbw-Lenovo-G5000-IRH8;60613;60639;14;606;
lbw-Lenovo-G5000-IRH8;60613;60635;1;283;
lbw-Lenovo-G5000-IRH8;60613;60635;2;573;
lbw-Lenovo-G5000-IRH8;60613;60635;3;4;
lbw-Lenovo-G5000-IRH8;60613;60635;4;343;
lbw-Lenovo-G5000-IRH8;60613;60635;5;16;
lbw-Lenovo-G5000-IRH8;60613;60635;6;109;
lbw-Lenovo-G5000-IRH8;60613;60635;7;8;
lbw-Lenovo-G5000-IRH8;60613;60635;8;162;
lbw-Lenovo-G5000-IRH8;60613;60635;9;147;
lbw-Lenovo-G5000-IRH8;60613;60635;10;105;
lbw-Lenovo-G5000-IRH8;60613;60635;11;185;
lbw-Lenovo-G5000-IRH8;60613;60635;12;185;
lbw-Lenovo-G5000-IRH8;60613;60635;13;450;
lbw-Lenovo-G5000-IRH8;60613;60635;14;744;
lbw-Lenovo-G5000-IRH8;60613;60635;15;1;
