group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;SSSS;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x413e3d,0x413e88,0x413e9e,0x413eea,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x413d8b,0x413dbd,0x413e10,0x413e72,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x413dcd,0x413e2f,0x413e64,0x413ece,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x413d99,0x413dd4,0x413e20,0x413e7a,;Success;256;Success;256;256;0;256;256;4;
1;L;CMP,;-72,;0x413ef9,;Success;0;Success;8;8;0;8;0;1;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,128,64,192,;0x413dae,0x413de4,0x413dfa,0x413ec6,;Success;256;Success;256;256;0;256;256;2;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x413d92,0x413dc5,0x413e18,0x413ea6,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x413da7,0x413df2,0x413e44,0x413eae,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x413db5,0x413e02,0x413e54,0x413ebe,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x413da0,0x413ddc,0x413e4c,0x413eb6,;Success;256;Success;256;256;0;256;256;4;
4;SSSS;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x413e28,0x413e5c,0x413e96,0x413ee2,;Success;256;Success;256;256;0;256;256;4;
