block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
2169;mg_mpi_f90_intel;mg.f90:739-741;17.25884437561;2.3799998760223;;;;;;;;;;;;;;;;
2179;mg_mpi_f90_intel;mg.f90:753-753;12.83535861969;1.7699997425079;;;;;;;;;;;;;;;;
2233;mg_mpi_f90_intel;mg.f90:669-671;7.7229700088501;1.0649999380112;;;;;;;;;;;;;;;;
2250;mg_mpi_f90_intel;mg.f90:678-678;4.2421951293945;0.58500003814697;;;;;;;;;;;;;;;;
2291;mg_mpi_f90_intel;mg.f90:835-837;3.952130317688;0.54499995708466;;;;;;;;;;;;;;;;
1259;mg_mpi_f90_intel;mg.f90:940-942;2.102968454361;0.28999999165535;;;;;;;;;;;;;;;;
1229;mg_mpi_f90_intel;mg.f90:928-930;2.0667104721069;0.28499999642372;;;;;;;;;;;;;;;;
1244;mg_mpi_f90_intel;mg.f90:934-936;1.7403876781464;0.23999997973442;;;;;;;;;;;;;;;;
1200;mg_mpi_f90_intel;mg.f90:915-917;1.5590972900391;0.21499998867512;;;;;;;;;;;;;;;;
2301;mg_mpi_f90_intel;mg.f90:844-851;1.5228391885757;0.20999997854233;;;;;;;;;;;;;;;;
1211;mg_mpi_f90_intel;mg.f90:922-924;1.4140650033951;0.19499999284744;;;;;;;;;;;;;;;;
1953;mg_mpi_f90_intel;mg.f90:1307-1307;1.0877423286438;0.1499999910593;;;;;;;;;;;;;;;;
1817;mg_mpi_f90_intel;mg.f90:1441-1443;0.61638730764389;0.08500000089407;;;;;;;;;;;;;;;;
3151;mg_mpi_f90_intel;randi8.f90:59-61;0.58012920618057;0.079999998211861;;;;;;;;;;;;;;;;
2094;mg_mpi_f90_intel;mg.f90:1291-1291;0.50761306285858;0.070000000298023;;;;;;;;;;;;;;;;
1881;mg_mpi_f90_intel;mg.f90:1432-1434;0.47135499119759;0.064999997615814;;;;;;;;;;;;;;;;
2482;mg_mpi_f90_intel;mg.f90:2194-2195;0.29006460309029;0.03999999910593;;;;;;;;;;;;;;;;
81;mg_mpi_f90_intel;mg.f90:1079-1081;0.1812903881073;0.025000000372529;;;;;;;;;;;;;;;;
89;mg_mpi_f90_intel;mg.f90:1079-1081;0.1812903881073;0.025000000372529;;;;;;;;;;;;;;;;
77;mg_mpi_f90_intel;mg.f90:1078-1081;0.10877422988415;0.014999998733401;;;;;;;;;;;;;;;;
2174;mg_mpi_f90_intel;mg.f90:739-741;0.10877422988415;0.014999998733401;;;;;;;;;;;;;;;;
1261;mg_mpi_f90_intel;mg.f90:938-942;0.072516150772572;0.0099999997764826;;;;;;;;;;;;;;;;
2158;mg_mpi_f90_intel;mg.f90:739-741;0.072516150772572;0.0099999997764826;;;;;;;;;;;;;;;;
2486;mg_mpi_f90_intel;mg.f90:2194-2195;0.072516150772572;0.0099999997764826;;;;;;;;;;;;;;;;
79;mg_mpi_f90_intel;mg.f90:1079-1081;0.072516150772572;0.0099999997764826;;;;;;;;;;;;;;;;
85;mg_mpi_f90_intel;mg.f90:1079-1081;0.072516150772572;0.0099999997764826;;;;;;;;;;;;;;;;
2490;mg_mpi_f90_intel;mg.f90:2194-2195;0.072516150772572;0.0099999997764826;;;;;;;;;;;;;;;;
1138;mg_mpi_f90_intel;mg.f90:1222-1222,mg.f90:1239-1242,mg.f90:1254-1254;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
1190;mg_mpi_f90_intel;mg.f90:914-914;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
1234;mg_mpi_f90_intel;mg.f90:928-930;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
1263;mg_mpi_f90_intel;mg.f90:940-942;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2156;mg_mpi_f90_intel;mg.f90:736-737;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2172;mg_mpi_f90_intel;mg.f90:737-737;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2459;mg_mpi_f90_intel;mg.f90:2195-2195;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2178;mg_mpi_f90_intel;mg.f90:753-753;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
48;mg_mpi_f90_intel;mg.f90:1079-1081;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
1206;mg_mpi_f90_intel;mg.f90:915-917;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2307;mg_mpi_f90_intel;mg.f90:841-851;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2225;mg_mpi_f90_intel;mg.f90:665-665;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2161;mg_mpi_f90_intel;mg.f90:735-735;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2305;mg_mpi_f90_intel;mg.f90:844-851;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2171;mg_mpi_f90_intel;mg.f90:737-737;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
2443;mg_mpi_f90_intel;mg.f90:2168-2168;0.036258075386286;0.0049999998882413;;;;;;;;;;;;;;;;
