ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 26;mg_omp_f90_aocc;mg.f90:608-610;__nv_resid__PARALLEL_F1L604_2;Innermost;3.1300003528595;3.0028841495514;26.919570922852;1.11;1.00;1.00;1.11;1;100.00;100.00;6.67;6.00;6.67;6.67;6.00
Loop 24;mg_omp_f90_aocc;mg.f90:614-614;__nv_resid__PARALLEL_F1L604_2;Innermost;2.2599999904633;2.1167976856232;18.976184844971;1.00;1.00;1.00;1.25;1;100.00;100.00;5.00;5.00;5.00;5.00;4.00
Loop 19;mg_omp_f90_aocc;mg.f90:537-539;__nv_psinv__PARALLEL_F1L533_1;Innermost;1.3849999904633;1.3137226104736;11.776960372925;1.11;1.00;1.00;1.11;1;100.00;100.00;6.67;6.00;6.67;6.67;6.00
Loop 17;mg_omp_f90_aocc;mg.f90:543-543;__nv_psinv__PARALLEL_F1L533_1;Innermost;0.83500003814697;0.77477562427521;6.9455318450928;1.00;1.00;1.00;1.42;1;100.00;100.00;5.67;5.67;5.67;5.67;4.00
Loop 95;mg_omp_f90_aocc;mg.f90:1143-1145,mg.f90:1151-1152,mg.f90:1158-1158,mg.f90:1352-1356,mg.f90:1378-1382;__nv_zran3__PARALLEL_F1L1127_9;Innermost;0.625;0.62636077404022;5.6150560379028;8.98;1.00;10.25;39.49;121;12.34;8.99;414.67;46.17;414.67;40.46;10.50
Loop 29;mg_omp_f90_aocc;mg.f90:700-704;__nv_rprj3__PARALLEL_F1L691_3;Innermost;0.48999997973442;0.44964656233788;4.0308890342712;1.00;1.00;4.44;1.11;1;0.00;12.50;3.33;3.33;3.33;0.75;3.00
Loop 31;mg_omp_f90_aocc;mg.f90:707-717;__nv_rprj3__PARALLEL_F1L691_3;Innermost;0.31499999761581;0.26601469516754;2.3847076892853;1.01;0.96;2.44;5.03;1;49.66;27.33;27.67;27.50;28.75;11.33;5.50
Loop 38;mg_omp_f90_aocc;mg.f90:802-804;__nv_interp__PARALLEL_F1L773_4;Innermost;0.28000000119209;0.24589063227177;2.2043042182922;1.00;1.00;1.00;2.00;1;100.00;100.00;4.00;4.00;4.00;4.00;2.00
Loop 42;mg_omp_f90_aocc;mg.f90:790-792;__nv_interp__PARALLEL_F1L773_4;Innermost;0.26999998092651;0.21822009980679;1.9562497138977;1.00;1.00;1.00;2.00;1;100.00;100.00;4.00;4.00;4.00;4.00;2.00
Loop 46;mg_omp_f90_aocc;mg.f90:778-780;__nv_interp__PARALLEL_F1L773_4;Innermost;0.24500000476837;0.20752920210361;1.8604103326797;1.00;1.00;1.00;1.00;1;100.00;100.00;4.00;4.00;4.00;4.00;4.00
