node;pid;tid;core_id;sample_count;
fedora;568719;568737;5;2168;
fedora;568719;568736;4;2181;
fedora;568719;568740;8;2180;
fedora;568719;568719;1;2215;
fedora;568719;568738;6;2168;
fedora;568719;568735;3;2181;
fedora;568719;568739;7;2175;
fedora;568719;568734;1;1;
fedora;568719;568734;2;2149;
