node;pid;tid;core_id;sample_count;
fedora;18897;18897;5;1574;
fedora;18897;18897;6;362;
fedora;18913;18913;13;44;
fedora;18913;18913;14;1895;
fedora;18912;18912;15;1291;
fedora;18912;18912;16;648;
fedora;18911;18911;9;149;
fedora;18911;18911;10;1790;
fedora;18908;18908;1;1933;
fedora;18908;18908;2;4;
fedora;18910;18910;1;1;
fedora;18910;18910;3;1393;
fedora;18910;18910;4;546;
fedora;18898;18898;1;1;
fedora;18898;18898;11;1855;
fedora;18898;18898;12;81;
fedora;18909;18909;1;1;
fedora;18909;18909;7;889;
fedora;18909;18909;8;1047;
