module;src_file;score;issue;opts;
mg_omp_cpp_aocc;c_randdp.cpp;1;"";"AMD clang version 17.0.6 (CLANG: AOCC_5.1.0-Build#1994 2025_12_23) /mnt/lab/spack/opt/spack/linux-zen4/aocc-5.1.0-kjuv6fm52r3cd2cegofjhsfjlgirugmg/bin/clang-17 --gcc-toolchain=/usr --driver-mode=g++ -c -I ../common -g -Ofast -march=native -mavx2 -funroll-loops -fPIC -fno-omit-frame-pointer -grecord-command-line -fopenmp c_randdp.cpp";
mg_omp_cpp_aocc;mg.cpp;1;"";"AMD clang version 17.0.6 (CLANG: AOCC_5.1.0-Build#1994 2025_12_23) /mnt/lab/spack/opt/spack/linux-zen4/aocc-5.1.0-kjuv6fm52r3cd2cegofjhsfjlgirugmg/bin/clang-17 --gcc-toolchain=/usr --driver-mode=g++ -c -I ../common -g -Ofast -march=native -mavx2 -funroll-loops -fPIC -fno-omit-frame-pointer -grecord-command-line -fopenmp mg.cpp";
