group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x41397f,0x4139ae,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x4139ff,0x413a28,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x4139e2,0x413a06,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413a21,0x413a38,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413a53,0x413a74,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413a9c,0x413aa3,;Success;128;Success;128;128;0;128;128;1;
2;LL;MOV,CMP,;-96,-88,;0x41399a,0x413ace,;Success;0;Success;16;16;0;16;0;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x4139c3,0x4139f1,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413a6d,0x413a88,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413970,0x41399e,;Success;128;Success;128;128;0;128;128;1;
1;S;VMOVUPD,;0,;0x413ac3,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413a46,0x413a5a,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VMOVUPD,;64,0,;0x41398b,0x413993,;Success;128;Success;128;128;0;128;128;2;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413977,0x4139a6,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x4139bc,0x4139e9,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x413a14,0x413a30,;Success;128;Success;128;128;0;128;128;1;
