group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;SSSS;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x41140f,0x41145a,0x411470,0x4114bc,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x41139f,0x411401,0x411436,0x4114a0,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x411387,0x4113d4,0x411426,0x411490,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x41136b,0x4113a6,0x4113f2,0x41144c,;Success;256;Success;256;256;0;256;256;4;
4;SSSS;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x4113fa,0x41142e,0x411468,0x4114b4,;Success;256;Success;256;256;0;256;256;4;
1;L;CMP,;-72,;0x4114cb,;Success;0;Success;8;8;0;8;0;1;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x41135d,0x41138f,0x4113e2,0x411444,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x411364,0x411397,0x4113ea,0x411478,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x411379,0x4113c4,0x411416,0x411480,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x411372,0x4113ae,0x41141e,0x411488,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,128,64,192,;0x411380,0x4113b6,0x4113cc,0x411498,;Success;256;Success;256;256;0;256;256;2;
