key;label;is_mpi;is_omp;
fedora_33131;33131;false;false;
fedora_33131_33131;0;false;true;
fedora_33131_33152;1;false;true;
fedora_33131_33153;2;false;true;
fedora_33131_33154;3;false;true;
fedora_33131_33155;4;false;true;
fedora_33131_33156;5;false;true;
fedora_33131_33157;6;false;true;
fedora_33131_33158;7;false;true;
