group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x404d1d,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x404d00,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x404d0c,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x404d11,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x404d17,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x404d05,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x404d23,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x404d29,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x404d2f,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x404d34,;Success;8;Success;8;8;0;8;8;1;
