ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 148;mg_mpi_f90_aocc;mg.f90:739-741;resid;Innermost;2.5649998188019;2.392017364502;20.322956085205;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 147;mg_mpi_f90_aocc;mg.f90:753-753;resid;Innermost;2.0349998474121;1.8079711198807;15.360806465149;1.00;1.00;1.00;1.25;1;100.00;100.00;20.00;20.00;20.00;20.00;16.00
Loop 144;mg_mpi_f90_aocc;mg.f90:669-671;psinv;Innermost;0.93500000238419;0.83058786392212;7.0568046569824;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 143;mg_mpi_f90_aocc;mg.f90:678-678;psinv;Innermost;0.73000001907349;0.6172947883606;5.2446336746216;1.00;1.00;1.00;1.13;1;100.00;100.00;22.67;22.67;22.67;22.67;20.00
Loop 140;mg_mpi_f90_aocc;mg.f90:835-837;rprj3;Innermost;0.5450000166893;0.4987291097641;4.2372808456421;1.00;1.00;1.28;2.67;1;66.67;58.33;16.00;16.00;16.00;12.50;6.00
Loop 139;mg_mpi_f90_aocc;mg.f90:844-851;rprj3;Innermost;0.25;0.21642957627773;1.8388197422028;1.00;1.00;1.00;2.00;1;96.00;96.50;24.00;24.00;24.00;24.00;12.00
Loop 94;mg_mpi_f90_aocc;mg.f90:940-942;interp;Innermost;0.26500001549721;0.20262828469276;1.7215617895126;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 96;mg_mpi_f90_aocc;mg.f90:928-930;interp;Innermost;0.23000000417233;0.19070897996426;1.62029337883;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 95;mg_mpi_f90_aocc;mg.f90:934-936;interp;Innermost;0.21000000834465;0.17690767347813;1.5030353069305;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 97;mg_mpi_f90_aocc;mg.f90:922-924;interp;Innermost;0.22499999403954;0.1750256717205;1.4870456457138;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 98;mg_mpi_f90_aocc;mg.f90:915-917;interp;Innermost;0.18000000715256;0.11480177938938;0.97537398338318;1.00;1.00;1.00;1.00;1;100.00;100.00;16.00;16.00;16.00;16.00;16.00
Loop 145;mg_mpi_f90_aocc;mg.f90:736-743,mg.f90:753-753,mg.f90:773-773;resid;InBetween;0.15500000119209;0.10037314146757;0.8527860045433;1.69;1.00;1.20;1.95;4026;61.50;50.53;87.67;52.00;87.67;73.06;45.00
Loop 132;mg_mpi_f90_aocc;mg.f90:1307-1307;give3;Innermost;0.125;0.087826497852802;0.74618774652481;1.00;1.00;4.00;1.00;1;33.33;16.67;8.00;8.00;8.00;2.00;8.00
Loop 2;mg_mpi_f90_aocc;mg.f90:1078-1081;norm2u3;Innermost;0.08500000089407;0.072770521044731;0.61826980113983;1.01;1.56;5.36;2.78;256;28.57;16.07;12.50;12.33;8.00;2.33;4.50
