group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x40887c,0x4088c5,0x40891f,0x408988,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x408897,0x4088ef,0x40894a,0x4089a5,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x408867,0x4088b5,0x40890f,0x408980,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x408860,0x4088ad,0x408907,0x408962,;Success;256;Success;256;256;0;256;256;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;0,64,128,192,;0x4088d9,0x408933,0x408978,0x4089c3,;Success;256;Success;256;256;0;256;256;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;-256,-192,-128,-64,;0x408889,0x4088e0,0x40893b,0x408996,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x4088a6,0x4088ff,0x40895a,0x4089b5,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x40886e,0x4088bd,0x408917,0x40896a,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x408890,0x4088e7,0x408942,0x40899d,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x40889e,0x4088f7,0x408952,0x4089ad,;Success;256;Success;256;256;0;256;256;4;
1;L;CMP,;88,;0x4089d2,;Success;0;Success;8;8;0;8;0;1;
