group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40a8b9,0x40a8cf,;Success;128;Success;128;128;0;128;128;1;
8;SSSSSSSS;VMOVLPD,VMOVHPD,VMOVSD,VMOVLPD,VMOVHPD,VMOVSD,VMOVSD,VMOVSD,;-128,-112,-96,-64,-48,-80,-32,-16,;0x40a8fd,0x40a902,0x40a915,0x40a91a,0x40a91f,0x40a924,0x40a937,0x40a93c,;Success;128;Success;64;64;0;120;0;1;
1;L;VPERMT2PD,;-64,;0x40a82a,;Success;128;Success;64;64;0;64;0;1;
1;L;VMOVUPD,;0,;0x40a7f0,;Success;128;Success;64;64;0;64;0;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40a8aa,0x40a8c0,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40a8b1,0x40a8c7,;Success;128;Success;128;128;0;128;128;1;
1;L;VPERMT2PD,;-64,;0x40a831,;Success;128;Success;64;64;0;64;0;1;
1;L;VMOVUPD,;0,;0x40a7f6,;Success;128;Success;64;64;0;64;0;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40a845,0x40a84c,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40a8dc,0x40a8e3,;Success;128;Success;128;128;0;128;128;1;
1;L;VPERMT2PD,;-64,;0x40a838,;Success;128;Success;64;64;0;64;0;1;
1;L;VMOVUPD,;0,;0x40a7fc,;Success;128;Success;64;64;0;64;0;1;
8;SSSSSSSS;VMOVLPD,VMOVHPD,VMOVSD,VMOVLPD,VMOVHPD,VMOVSD,VMOVSD,VMOVSD,;-128,-112,-96,-64,-48,-80,-32,-16,;0x40a866,0x40a86b,0x40a87e,0x40a883,0x40a888,0x40a88d,0x40a8a0,0x40a8a5,;Success;128;Success;64;64;0;120;0;1;
