group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b122,0x40b162,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b1ad,0x40b1bc,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b1df,0x40b1e6,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b0f0,0x40b131,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b105,0x40b139,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0x40b10c,0x40b113,;Success;128;Success;128;128;0;128;128;2;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b200,0x40b21a,;Success;128;Success;128;128;0;128;128;1;
1;S;VMOVUPD,;0,;0x40b249,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b0f8,0x40b129,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b11b,0x40b15a,;Success;128;Success;128;128;0;128;128;1;
3;LLL;MOV,MOV,CMP,;-8328,-8344,-8336,;0x40b178,0x40b22a,0x40b254,;Success;0;Success;24;24;0;24;0;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b1ca,0x40b1d1,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b1a6,0x40b1b4,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b185,0x40b18c,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b213,0x40b222,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x40b147,0x40b170,;Success;128;Success;128;128;0;128;128;1;
