group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x79a0,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x79d3,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x79ab,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x79a6,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x79c8,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x79b1,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x79cd,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x79c2,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x79b6,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x79bd,;Success;8;Success;8;8;0;8;8;1;
