group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;0,;0x9798,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9793,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x979e,;Success;16;Success;8;8;0;8;0;1;
2;LL;VMOVSD,VADDSD,;-16,0,;0x9767,0x9781,;Success;16;Success;16;16;0;24;16;1;
2;LL;VADDSD,VADDSD,;0,-16,;0x97a4,0x97b4,;Success;16;Success;16;16;0;24;16;2;
1;L;VMOVSD,;0,;0x9760,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9787,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x97d1,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x977b,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x976d,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x978d,;Success;16;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x9773,;Success;0;Success;8;8;0;8;0;1;
3;LLL;VADDSD,VADDSD,VFMADD231SD,;8,-8,0,;0x97aa,0x97bb,0x97c6,;Success;16;Success;24;24;0;24;24;1;
