node;pid;tid;core_id;sample_count;
lbw-Lenovo-G5000-IRH8;73134;73170;1;269;
lbw-Lenovo-G5000-IRH8;73134;73170;2;394;
lbw-Lenovo-G5000-IRH8;73134;73170;3;22;
lbw-Lenovo-G5000-IRH8;73134;73170;4;263;
lbw-Lenovo-G5000-IRH8;73134;73170;5;75;
lbw-Lenovo-G5000-IRH8;73134;73170;6;1197;
lbw-Lenovo-G5000-IRH8;73134;73170;7;6;
lbw-Lenovo-G5000-IRH8;73134;73170;8;428;
lbw-Lenovo-G5000-IRH8;73134;73170;9;83;
lbw-Lenovo-G5000-IRH8;73134;73170;10;52;
lbw-Lenovo-G5000-IRH8;73134;73170;11;49;
lbw-Lenovo-G5000-IRH8;73134;73170;12;387;
lbw-Lenovo-G5000-IRH8;73134;73170;13;313;
lbw-Lenovo-G5000-IRH8;73134;73160;1;62;
lbw-Lenovo-G5000-IRH8;73134;73160;2;74;
lbw-Lenovo-G5000-IRH8;73134;73160;3;55;
lbw-Lenovo-G5000-IRH8;73134;73160;4;845;
lbw-Lenovo-G5000-IRH8;73134;73160;5;47;
lbw-Lenovo-G5000-IRH8;73134;73160;6;142;
lbw-Lenovo-G5000-IRH8;73134;73160;9;29;
lbw-Lenovo-G5000-IRH8;73134;73160;10;68;
lbw-Lenovo-G5000-IRH8;73134;73160;11;78;
lbw-Lenovo-G5000-IRH8;73134;73160;12;3;
lbw-Lenovo-G5000-IRH8;73134;73160;13;107;
lbw-Lenovo-G5000-IRH8;73134;73160;14;765;
lbw-Lenovo-G5000-IRH8;73134;73160;16;1282;
lbw-Lenovo-G5000-IRH8;73134;73166;1;99;
lbw-Lenovo-G5000-IRH8;73134;73166;2;235;
lbw-Lenovo-G5000-IRH8;73134;73166;3;12;
lbw-Lenovo-G5000-IRH8;73134;73166;4;21;
lbw-Lenovo-G5000-IRH8;73134;73166;5;1;
lbw-Lenovo-G5000-IRH8;73134;73166;7;1;
lbw-Lenovo-G5000-IRH8;73134;73166;8;477;
lbw-Lenovo-G5000-IRH8;73134;73166;9;8;
lbw-Lenovo-G5000-IRH8;73134;73166;10;19;
lbw-Lenovo-G5000-IRH8;73134;73166;11;106;
lbw-Lenovo-G5000-IRH8;73134;73166;12;130;
lbw-Lenovo-G5000-IRH8;73134;73166;13;257;
lbw-Lenovo-G5000-IRH8;73134;73166;16;2177;
lbw-Lenovo-G5000-IRH8;73134;73162;2;2;
lbw-Lenovo-G5000-IRH8;73134;73162;3;1;
lbw-Lenovo-G5000-IRH8;73134;73162;5;2;
lbw-Lenovo-G5000-IRH8;73134;73162;12;1;
lbw-Lenovo-G5000-IRH8;73134;73162;15;3560;
lbw-Lenovo-G5000-IRH8;73134;73163;1;210;
lbw-Lenovo-G5000-IRH8;73134;73163;2;328;
lbw-Lenovo-G5000-IRH8;73134;73163;3;92;
lbw-Lenovo-G5000-IRH8;73134;73163;4;1932;
lbw-Lenovo-G5000-IRH8;73134;73163;5;2;
lbw-Lenovo-G5000-IRH8;73134;73163;6;111;
lbw-Lenovo-G5000-IRH8;73134;73163;9;31;
lbw-Lenovo-G5000-IRH8;73134;73163;10;28;
lbw-Lenovo-G5000-IRH8;73134;73163;11;108;
lbw-Lenovo-G5000-IRH8;73134;73163;12;185;
lbw-Lenovo-G5000-IRH8;73134;73163;13;512;
lbw-Lenovo-G5000-IRH8;73134;73163;15;1;
lbw-Lenovo-G5000-IRH8;73134;73163;16;2;
lbw-Lenovo-G5000-IRH8;73134;73156;1;92;
lbw-Lenovo-G5000-IRH8;73134;73156;2;245;
lbw-Lenovo-G5000-IRH8;73134;73156;4;34;
lbw-Lenovo-G5000-IRH8;73134;73156;7;52;
lbw-Lenovo-G5000-IRH8;73134;73156;8;2569;
lbw-Lenovo-G5000-IRH8;73134;73156;9;45;
lbw-Lenovo-G5000-IRH8;73134;73156;10;19;
lbw-Lenovo-G5000-IRH8;73134;73156;11;60;
lbw-Lenovo-G5000-IRH8;73134;73156;12;20;
lbw-Lenovo-G5000-IRH8;73134;73156;13;406;
lbw-Lenovo-G5000-IRH8;73134;73156;14;2;
lbw-Lenovo-G5000-IRH8;73134;73156;16;1;
lbw-Lenovo-G5000-IRH8;73134;73157;1;83;
lbw-Lenovo-G5000-IRH8;73134;73157;2;78;
lbw-Lenovo-G5000-IRH8;73134;73157;4;6;
lbw-Lenovo-G5000-IRH8;73134;73157;5;33;
lbw-Lenovo-G5000-IRH8;73134;73157;6;331;
lbw-Lenovo-G5000-IRH8;73134;73157;7;2;
lbw-Lenovo-G5000-IRH8;73134;73157;8;4;
lbw-Lenovo-G5000-IRH8;73134;73157;9;50;
lbw-Lenovo-G5000-IRH8;73134;73157;10;17;
