node;pid;tid;core_id;sample_count;
lbw-Lenovo-G5000-IRH8;71604;71629;1;90;
lbw-Lenovo-G5000-IRH8;71604;71629;2;77;
lbw-Lenovo-G5000-IRH8;71604;71629;3;7;
lbw-Lenovo-G5000-IRH8;71604;71629;4;172;
lbw-Lenovo-G5000-IRH8;71604;71629;5;29;
lbw-Lenovo-G5000-IRH8;71604;71629;6;5;
lbw-Lenovo-G5000-IRH8;71604;71629;7;48;
lbw-Lenovo-G5000-IRH8;71604;71629;8;1580;
lbw-Lenovo-G5000-IRH8;71604;71629;9;12;
lbw-Lenovo-G5000-IRH8;71604;71629;10;30;
lbw-Lenovo-G5000-IRH8;71604;71629;11;35;
lbw-Lenovo-G5000-IRH8;71604;71629;12;30;
lbw-Lenovo-G5000-IRH8;71604;71629;13;279;
lbw-Lenovo-G5000-IRH8;71604;71629;14;1127;
lbw-Lenovo-G5000-IRH8;71604;71636;1;2;
lbw-Lenovo-G5000-IRH8;71604;71636;2;1;
lbw-Lenovo-G5000-IRH8;71604;71636;3;6;
lbw-Lenovo-G5000-IRH8;71604;71636;4;1;
lbw-Lenovo-G5000-IRH8;71604;71636;7;2;
lbw-Lenovo-G5000-IRH8;71604;71636;12;3;
lbw-Lenovo-G5000-IRH8;71604;71636;13;177;
lbw-Lenovo-G5000-IRH8;71604;71636;15;3341;
lbw-Lenovo-G5000-IRH8;71604;71636;16;1;
lbw-Lenovo-G5000-IRH8;71604;71639;1;181;
lbw-Lenovo-G5000-IRH8;71604;71639;2;557;
lbw-Lenovo-G5000-IRH8;71604;71639;3;64;
lbw-Lenovo-G5000-IRH8;71604;71639;4;1370;
lbw-Lenovo-G5000-IRH8;71604;71639;5;1;
lbw-Lenovo-G5000-IRH8;71604;71639;7;2;
lbw-Lenovo-G5000-IRH8;71604;71639;9;92;
lbw-Lenovo-G5000-IRH8;71604;71639;10;19;
lbw-Lenovo-G5000-IRH8;71604;71639;11;107;
lbw-Lenovo-G5000-IRH8;71604;71639;12;269;
lbw-Lenovo-G5000-IRH8;71604;71639;13;667;
lbw-Lenovo-G5000-IRH8;71604;71639;15;174;
lbw-Lenovo-G5000-IRH8;71604;71639;16;4;
lbw-Lenovo-G5000-IRH8;71604;71632;1;1;
lbw-Lenovo-G5000-IRH8;71604;71632;2;1;
lbw-Lenovo-G5000-IRH8;71604;71632;3;21;
lbw-Lenovo-G5000-IRH8;71604;71632;4;679;
lbw-Lenovo-G5000-IRH8;71604;71632;5;116;
lbw-Lenovo-G5000-IRH8;71604;71632;6;1650;
lbw-Lenovo-G5000-IRH8;71604;71632;7;14;
lbw-Lenovo-G5000-IRH8;71604;71632;8;748;
lbw-Lenovo-G5000-IRH8;71604;71632;9;61;
lbw-Lenovo-G5000-IRH8;71604;71632;10;12;
lbw-Lenovo-G5000-IRH8;71604;71632;11;1;
lbw-Lenovo-G5000-IRH8;71604;71632;12;68;
lbw-Lenovo-G5000-IRH8;71604;71632;13;153;
lbw-Lenovo-G5000-IRH8;71604;71632;14;3;
lbw-Lenovo-G5000-IRH8;71604;71633;1;139;
lbw-Lenovo-G5000-IRH8;71604;71633;2;107;
lbw-Lenovo-G5000-IRH8;71604;71633;3;8;
lbw-Lenovo-G5000-IRH8;71604;71633;4;38;
lbw-Lenovo-G5000-IRH8;71604;71633;5;5;
lbw-Lenovo-G5000-IRH8;71604;71633;6;41;
lbw-Lenovo-G5000-IRH8;71604;71633;7;16;
lbw-Lenovo-G5000-IRH8;71604;71633;8;375;
lbw-Lenovo-G5000-IRH8;71604;71633;9;20;
lbw-Lenovo-G5000-IRH8;71604;71633;10;70;
lbw-Lenovo-G5000-IRH8;71604;71633;11;51;
