name;time_p;time_s;cpi_ratio;
/home/lbw/architecture-opt-hpc-NPBMG/build/mg_mpi_f90_intel;73.039161682129;12.920641899109;;
/usr/lib/x86_64-linux-gnu/openmpi/lib/openmpi3/mca_btl_vader.so;13.251393318176;2.3441741466522;;
/usr/lib/x86_64-linux-gnu/libc.so.6;5.4930100440979;0.97171455621719;;
/usr/lib/x86_64-linux-gnu/libopen-pal.so.40.30.3;5.404239654541;0.95601105690002;;
kernel;2.1020441055298;0.37185201048851;;
/usr/lib/x86_64-linux-gnu/openmpi/lib/openmpi3/mca_pml_ob1.so;0.56812000274658;0.1005005389452;;
/usr/lib/x86_64-linux-gnu/libmpi.so.40.30.6;0.09587025642395;0.01695946790278;;
/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2;0.0142029998824;0.0025125134270638;;
/usr/lib/x86_64-linux-gnu/libevent_core-2.1.so.7.0.1;0.0071014999412;0.0012562567135319;;
/usr/lib/x86_64-linux-gnu/libmpi_mpifh.so.40.30.0;0.0071014999412;0.0012562567135319;;
/usr/lib/x86_64-linux-gnu/libnvidia-opencl.so.580.126.09;0.0071014999412;0.0012562567135319;;
/usr/lib/x86_64-linux-gnu/libcuda.so.580.126.09;0.0035507499706;0.00062812835676596;;
/usr/lib/x86_64-linux-gnu/pmix2/lib/libpmix.so.2.13.1;0.0035507499706;0.00062812835676596;;
[vdso];0.0035507499706;0.00062812835676596;;
