group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0xc1c3,0xc1cf,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0xc231,0xc23d,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0xc22b,0xc237,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0xc1c9,0xc1d5,;Success;64;Success;64;64;0;64;64;1;
1;L;VUNPCKLPD,;-32,;0xc189,;Success;64;Success;32;32;0;32;0;1;
1;L;VMOVUPD,;0,;0xc170,;Success;64;Success;32;32;0;32;0;1;
4;SSSS;VMOVLPD,VMOVHPD,VMOVLPD,VMOVHPD,;-64,-48,-32,-16,;0xc203,0xc208,0xc20d,0xc212,;Success;64;Success;32;32;0;56;0;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xc174,0xc182,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0xc21c,0xc226,;Success;64;Success;64;64;0;64;64;1;
4;SSSS;VMOVLPD,VMOVHPD,VMOVLPD,VMOVHPD,;-64,-48,-32,-16,;0xc283,0xc288,0xc28d,0xc292,;Success;64;Success;32;32;0;56;0;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0xc217,0xc221,;Success;64;Success;64;64;0;64;64;1;
