group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x85b0,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x85c6,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x85e3,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x85bb,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x85d8,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x85c1,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x85dd,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x85d2,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x85cd,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x85b6,;Success;8;Success;8;8;0;8;8;1;
