group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x7f47,0x7f7a,0x7fc4,0x7ffe,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x7f5a,0x7f8f,0x7fed,0x803e,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x7f5f,0x7f99,0x7fe6,0x8037,;Success;128;Success;128;128;0;128;128;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;0,32,64,96,;0x7fd9,0x8017,0x8029,0x806e,;Success;128;Success;128;128;0;128;128;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;0,32,64,96,;0x7fb3,0x7ff8,0x8023,0x8068,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x7f65,0x7fa0,0x7fad,0x804b,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x7f4d,0x7f81,0x7fdf,0x8030,;Success;128;Success;128;128;0;128;128;4;
1;L;MOV,;-8432,;0x8058,;Success;0;Success;8;8;0;8;0;1;
3;LLL;VADDPD,VADDPD,VADDPD,;32,64,96,;0x7fb8,0x7fcb,0x8051,;Success;128;Success;96;96;0;96;0;3;
1;L;VADDPD,;0,;0x7f70,;Success;128;Success;32;32;0;32;0;1;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x7f6a,0x7fa6,0x8005,0x8044,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x7f53,0x7f88,0x7fd2,0x800c,;Success;128;Success;128;128;0;128;128;4;
