ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 6;mg_omp_f90_gfortran;mg.f90:609-611;resid_._omp_fn.0;Innermost;5.3299999237061;5.1499004364014;25.096965789795;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 5;mg_omp_f90_gfortran;mg.f90:623-623;resid_._omp_fn.0;Innermost;4.539999961853;4.6658034324646;22.737817764282;1.00;1.00;1.00;1.00;1;100.00;100.00;14.00;14.00;14.00;14.00;14.00
Loop 15;mg_omp_f90_gfortran;mg.f90:538-540;psinv_._omp_fn.0;Innermost;2.4950001239777;2.3122003078461;11.268025398254;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 14;mg_omp_f90_gfortran;mg.f90:547-547;psinv_._omp_fn.0;Innermost;1.8049998283386;1.8631365299225;9.0796070098877;1.00;1.00;1.00;1.00;1;100.00;100.00;8.00;8.00;8.00;8.00;8.00
Loop 53;mg_omp_f90_gfortran;mg.f90:701-703;rprj3_._omp_fn.0;Innermost;1.1000000238419;1.0701092481613;5.2149538993835;1.00;1.00;1.38;6.00;1;83.33;68.75;18.00;18.00;18.00;13.00;3.00
Loop 52;mg_omp_f90_gfortran;mg.f90:709-716;rprj3_._omp_fn.0;Innermost;0.81999999284744;0.74843961000443;3.6473639011383;1.00;1.00;1.33;3.75;1;100.00;80.77;30.00;30.00;30.00;22.50;8.00
Loop 20;mg_omp_f90_gfortran;mg.f90:791-793;interp_._omp_fn.0;Innermost;0.59499996900558;0.54779410362244;2.6695599555969;1.00;1.00;1.14;5.33;1;100.00;83.33;16.00;16.00;16.00;14.00;3.00
Loop 19;mg_omp_f90_gfortran;mg.f90:797-799;interp_._omp_fn.0;Innermost;0.49500000476837;0.4713576734066;2.2970631122589;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 21;mg_omp_f90_gfortran;mg.f90:785-787;interp_._omp_fn.0;Innermost;0.45500001311302;0.46817284822464;2.2815425395966;1.00;1.00;1.14;5.33;1;100.00;83.33;16.00;16.00;16.00;14.00;3.00
Loop 18;mg_omp_f90_gfortran;mg.f90:803-805;interp_._omp_fn.0;Innermost;0.43999996781349;0.45861825346947;2.2349803447723;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 49;mg_omp_f90_gfortran;mg.f90:1019-1021;comm3_._omp_fn.0;Innermost;0.27999997138977;0.3025606572628;1.4744662046432;1.00;1.00;4.00;1.00;1;0.00;25.00;8.00;8.00;8.00;2.00;8.00
Loop 22;mg_omp_f90_gfortran;mg.f90:778-780;interp_._omp_fn.0;Innermost;0.25;0.27071219682693;1.3192592859268;1.00;1.00;1.00;1.15;1;100.00;100.00;9.17;9.17;9.17;9.17;8.00
Loop 74;mg_omp_f90_gfortran;randi8.f90:59-61;vranlc;Single;0.23999999463558;0.22930912673473;1.1174901723862;1.00;1.24;4.00;1.00;1;0.00;25.00;32.00 - 40.00;32.00 - 40.00;25.86 - 32.33;8.00 - 10.00;32.00 - 40.00
Loop 1;mg_omp_f90_gfortran;mg.f90:954-956;norm2u3_._omp_fn.0;Innermost;0.17499999701977;0.17835155129433;0.86915904283524;1.00;1.00;1.00;1.00;1;100.00;100.00;32.00;32.00;32.00;32.00;32.00
Loop 66;mg_omp_f90_gfortran;mg.f90:1143-1156;zran3_._omp_fn.1;Innermost;0.15000000596046;0.14650306105614;0.71395206451416;2.18;1.00;6.40;4.00;16;0.00;18.55;12.00;5.50;12.00;1.88;3.00
Loop 2;mg_omp_f90_gfortran;mg.f90:604-604,mg.f90:607-613,mg.f90:623-623;resid_._omp_fn.0;Outermost;0.10500000417233;0.11783941835165;0.57426577806473;1.71;1.06;1.32;1.71;6374;36.02;46.77;91.33;53.50;86.41;69.40;53.50
Loop 11;mg_omp_f90_gfortran;mg.f90:533-533,mg.f90:536-542,mg.f90:547-547;psinv_._omp_fn.0;Outermost;0.050000000745058;0.044587887823582;0.21728976070881;1.66;1.07;1.35;1.66;5270;30.90;41.87;84.50;51.00;79.18;62.82;51.00
Loop 45;mg_omp_f90_gfortran;mg.f90:1035-1036;comm3_._omp_fn.0;Innermost;0.054999995976686;0.035033341497183;0.17072767019272;1.00;1.00;1.00;8.00;1;100.00;100.00;8.00;8.00;8.00;8.00;1.00
Loop 50;mg_omp_f90_gfortran;mg.f90:692-692,mg.f90:695-703,mg.f90:706-711,mg.f90:716-716;rprj3_._omp_fn.0;Outermost;0.040000002831221;0.035033341497183;0.17072767019272;2.33;1.99;5.48;2.53;250;16.98;28.21;103.83;44.50;52.25;18.95;41.00
Loop 48;mg_omp_f90_gfortran;mg.f90:1027-1028;comm3_._omp_fn.0;Innermost;0.035000000149012;0.028663640841842;0.13968627154827;1.00;1.00;1.00;8.00;1;100.00;100.00;8.00;8.00;8.00;8.00;1.00
Loop 16;mg_omp_f90_gfortran;mg.f90:773-773,mg.f90:777-780,mg.f90:783-805;interp_._omp_fn.0;Outermost;0.02000000141561;0.015924245119095;0.077603481709957;1.74;1.02;1.25;3.13;1000012;57.14;53.54;97.00;55.67;94.83;77.32;31.00
Loop 10;mg_omp_f90_gfortran;mg.f90:1421-1425;zero3_._omp_fn.0;Single;0.0099999997764826;0.0095545472577214;0.04656209051609;1.00;1.00;8.00;5.53;16;0.00;12.50;13.83;13.83;13.83;1.73;2.50
Loop 65;mg_omp_f90_gfortran;mg.f90:1140-1140,mg.f90:1143-1156;zran3_._omp_fn.1;Outermost;0.0049999998882413;0.0031848489306867;0.015520696528256;2.40;1.00;6.72;3.00;170;0.00;17.31;12.00;5.00;12.00;1.78;4.00
Loop 7;mg_omp_f90_gfortran;mg.f90:1236-1240;zran3_._omp_fn.2;Single;0.0049999998882413;0.0031848489306867;0.015520696528256;1.00;1.00;8.00;5.53;16;0.00;12.50;13.83;13.83;13.83;1.73;2.50
