group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x409d5f,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x409d36,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x409d59,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x409d74,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x409d69,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x409d26,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x409d31,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x409d54,;Success;16;Success;8;8;0;8;0;1;
3;LLL;VMULSD,VMOVSD,VADDSD,;-8,-16,0,;0x409d20,0x409d3c,0x409d46,;Success;16;Success;24;24;0;24;24;1;
1;S;VMOVSD,;0,;0x409d92,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x409d83,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x409d2c,;Success;16;Success;8;8;0;8;0;1;
