group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x4011ea,0x401232,0x40128d,0x4012f6,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x4011dc,0x40122a,0x40126d,0x4012d8,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x4011fe,0x401255,0x4012b0,0x40130b,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x4011d5,0x401222,0x40127d,0x4012ee,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x4011ce,0x40121a,0x40125d,0x4012d0,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x401213,0x401285,0x4012c8,0x401323,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,64,128,192,;0x401205,0x401275,0x4012b8,0x401313,;Success;256;Success;256;256;0;256;256;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,64,128,192,;0x40120c,0x401265,0x4012c0,0x40131b,;Success;256;Success;256;256;0;256;256;4;
5;SSSSL;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,CMP,;128,192,256,320,96,;0x401246,0x4012a1,0x4012e6,0x401331,0x40133f,;Success;256;Success;264;264;0;288;264;1;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;-256,-192,-128,-64,;0x4011f7,0x40124e,0x4012a9,0x401304,;Success;256;Success;256;256;0;256;256;4;
