group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0xb123,0xb12a,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;0,64,;0xb0ed,0xb0f4,;Not found;0;Success;128;128;0;128;0;2;
1;S;VSCATTERQPD,;0,;0xb16b,;Not found;0;Success;64;64;0;64;0;1;
1;S;VSCATTERQPD,;0,;0xb117,;Not found;0;Success;64;64;0;64;0;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0xb0de,0xb0e5,;Not found;0;Success;128;128;0;128;0;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0xb132,0xb139,;Not found;0;Success;128;128;0;128;0;1;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0xb0cf,0xb0d6,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;64,0,;0xb150,0xb158,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;64,0,;0xb0fc,0xb104,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;0,64,;0xb141,0xb148,;Not found;0;Success;128;128;0;128;0;2;
