key;label;is_mpi;is_omp;
fedora_19671;19671;false;false;
fedora_19671_19701;19701;false;false;
fedora_19671_19702;19702;false;false;
fedora_19671_19703;19703;false;false;
fedora_19671_19704;19704;false;false;
fedora_19671_19705;19705;false;false;
fedora_19671_19706;19706;false;false;
fedora_19671_19707;19707;false;false;
fedora_19671_19708;19708;false;false;
