node;pid;tid;core_id;sample_count;
lbw-Lenovo-G5000-IRH8;77725;77748;1;190;
lbw-Lenovo-G5000-IRH8;77725;77748;2;250;
lbw-Lenovo-G5000-IRH8;77725;77748;3;25;
lbw-Lenovo-G5000-IRH8;77725;77748;4;702;
lbw-Lenovo-G5000-IRH8;77725;77748;5;27;
lbw-Lenovo-G5000-IRH8;77725;77748;6;305;
lbw-Lenovo-G5000-IRH8;77725;77748;7;10;
lbw-Lenovo-G5000-IRH8;77725;77748;8;635;
lbw-Lenovo-G5000-IRH8;77725;77748;9;54;
lbw-Lenovo-G5000-IRH8;77725;77748;10;46;
lbw-Lenovo-G5000-IRH8;77725;77748;11;141;
lbw-Lenovo-G5000-IRH8;77725;77748;12;213;
lbw-Lenovo-G5000-IRH8;77725;77748;13;532;
lbw-Lenovo-G5000-IRH8;77725;77748;14;376;
lbw-Lenovo-G5000-IRH8;77725;77748;15;1;
lbw-Lenovo-G5000-IRH8;77725;77749;1;1;
lbw-Lenovo-G5000-IRH8;77725;77749;2;17;
lbw-Lenovo-G5000-IRH8;77725;77749;3;16;
lbw-Lenovo-G5000-IRH8;77725;77749;4;507;
lbw-Lenovo-G5000-IRH8;77725;77749;7;2;
lbw-Lenovo-G5000-IRH8;77725;77749;9;5;
lbw-Lenovo-G5000-IRH8;77725;77749;10;18;
lbw-Lenovo-G5000-IRH8;77725;77749;11;1;
lbw-Lenovo-G5000-IRH8;77725;77749;12;9;
lbw-Lenovo-G5000-IRH8;77725;77749;14;2953;
lbw-Lenovo-G5000-IRH8;77725;77749;15;3;
lbw-Lenovo-G5000-IRH8;77725;77749;16;1;
lbw-Lenovo-G5000-IRH8;77725;77750;1;1;
lbw-Lenovo-G5000-IRH8;77725;77750;2;1;
lbw-Lenovo-G5000-IRH8;77725;77750;8;6;
lbw-Lenovo-G5000-IRH8;77725;77750;15;3530;
lbw-Lenovo-G5000-IRH8;77725;77750;16;1;
lbw-Lenovo-G5000-IRH8;77725;77759;1;58;
lbw-Lenovo-G5000-IRH8;77725;77759;2;55;
