module;src_file;score;issue;opts;
mg_omp_cpp_intel;c_randdp.cpp;0.16666666666667;"-g is missing for some functions (possibly ones added by the compiler), but debug locations are available. Some analysis may be inaccurate.";"clang based Intel(R) oneAPI DPC++/C++ Compiler 2025.3.1 (2025.3.1.20251023)";
mg_omp_cpp_intel;c_randdp.cpp;;"-O2, -O3 or -Ofast is missing. ";"";
mg_omp_cpp_intel;c_randdp.cpp;;"-x(target) or -ax(target) is missing. ";"";
mg_omp_cpp_intel;mg.cpp;0.16666666666667;"-g is missing for some functions (possibly ones added by the compiler), but debug locations are available. Some analysis may be inaccurate.";"clang based Intel(R) oneAPI DPC++/C++ Compiler 2025.3.1 (2025.3.1.20251023)";
mg_omp_cpp_intel;mg.cpp;;"-O2, -O3 or -Ofast is missing. ";"";
mg_omp_cpp_intel;mg.cpp;;"-x(target) or -ax(target) is missing. ";"";
