group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;0,;0x94ef,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x94e9,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x950d,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9513,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x94fb,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x9501,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x94e0,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x9519,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9507,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x94f5,;Success;16;Success;8;8;0;8;0;1;
