group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;0,;0xb1e4,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xb1da,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xb20c,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xb22a,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xb1f8,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xb216,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0xb1d0,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xb1ee,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0xb202,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xb220,;Success;16;Success;8;8;0;8;0;1;
