group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;0,;0x409336,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x409342,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x409348,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x409360,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x409354,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x40934e,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x409367,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x409330,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x40933c,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x40935a,;Success;8;Success;8;8;0;8;8;1;
