group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x4050ac,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x4050a0,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x40509a,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x4050c2,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x4050b2,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x405090,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x4050bd,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x405095,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x4050a6,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x4050b8,;Success;8;Success;8;8;0;8;8;1;
