key;label;is_mpi;is_omp;
fedora_33603;33603;false;false;
fedora_33603_33603;0;false;true;
fedora_33603_33624;1;false;true;
fedora_33603_33625;2;false;true;
fedora_33603_33626;3;false;true;
fedora_33603_33627;4;false;true;
fedora_33603_33628;5;false;true;
fedora_33603_33629;6;false;true;
fedora_33603_33630;7;false;true;
