group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0xb96e,0xb975,;Not found;0;Success;128;128;0;128;0;1;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0xb95f,0xb966,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0xb9b3,0xb9ba,;Not found;0;Success;128;128;0;128;0;2;
1;S;VSCATTERQPD,;0,;0xb9a7,;Not found;0;Success;64;64;0;64;0;1;
1;S;VSCATTERQPD,;0,;0xb9fb,;Not found;0;Success;64;64;0;64;0;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0xb9c2,0xb9c9,;Not found;0;Success;128;128;0;128;0;1;
2;LL;VADDPD,VADDPD,;0,64,;0xb9d1,0xb9d8,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;0,64,;0xb97d,0xb984,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;64,0,;0xb9e0,0xb9e8,;Not found;0;Success;128;128;0;128;0;2;
2;LL;VADDPD,VADDPD,;64,0,;0xb98c,0xb994,;Not found;0;Success;128;128;0;128;0;2;
