ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 148;mg_mpi_f90_gfortran;mg.f90:739-741;resid;Innermost;2.8099999427795;2.6380832195282;21.641328811646;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 147;mg_mpi_f90_gfortran;mg.f90:753-753;resid;Innermost;2.2700002193451;2.0045919418335;16.444528579712;1.00;1.00;1.00;1.25;1;100.00;100.00;20.00;20.00;20.00;20.00;16.00
Loop 144;mg_mpi_f90_gfortran;mg.f90:669-671;psinv;Innermost;0.90000003576279;0.78590548038483;6.4471197128296;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 143;mg_mpi_f90_gfortran;mg.f90:678-678;psinv;Innermost;0.69999998807907;0.63160955905914;5.1813640594482;1.00;1.00;1.00;1.13;1;100.00;100.00;22.67;22.67;22.67;22.67;20.00
Loop 140;mg_mpi_f90_gfortran;mg.f90:835-837;rprj3;Innermost;0.5799999833107;0.53752666711807;4.4095621109009;1.00;1.00;1.28;2.67;1;66.67;58.33;16.00;16.00;16.00;12.50;6.00
Loop 97;mg_mpi_f90_gfortran;mg.f90:922-924;interp;Innermost;0.31999999284744;0.22391720116138;1.8368887901306;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 96;mg_mpi_f90_gfortran;mg.f90:928-930;interp;Innermost;0.25999999046326;0.2226627767086;1.8265982866287;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 94;mg_mpi_f90_gfortran;mg.f90:940-942;interp;Innermost;0.25499999523163;0.20886394381523;1.7134004831314;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 139;mg_mpi_f90_gfortran;mg.f90:844-851;rprj3;Innermost;0.25;0.19757403433323;1.6207845211029;1.00;1.00;1.00;2.00;1;96.00;96.50;24.00;24.00;24.00;24.00;12.00
Loop 95;mg_mpi_f90_gfortran;mg.f90:934-936;interp;Innermost;0.28499999642372;0.19631956517696;1.6104936599731;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 2;mg_mpi_f90_gfortran;mg.f90:1078-1081;norm2u3;Innermost;0.19499999284744;0.18753850460052;1.5384588241577;1.01;1.56;5.36;2.78;256;28.57;16.07;12.50;12.33;8.00;2.33;4.50
Loop 192;mg_mpi_f90_gfortran;randi8.f90:59-61;vranlc;Single;0.13000001013279;0.12042606621981;0.98790663480759;1.00;1.29;8.00;1.00;1;0.00;12.50;32.00;32.00;24.84;4.00;32.00
Loop 145;mg_mpi_f90_gfortran;mg.f90:736-743,mg.f90:753-753,mg.f90:773-773;resid;InBetween;0.16499999165535;0.11728996783495;0.9621798992157;1.69;1.00;1.20;1.95;4026;61.50;50.53;87.67;52.00;87.67;73.06;45.00
Loop 98;mg_mpi_f90_gfortran;mg.f90:915-917;interp;Innermost;0.15500000119209;0.11415386945009;0.93645310401917;1.00;1.00;1.00;1.00;1;100.00;100.00;16.00;16.00;16.00;16.00;16.00
Loop 161;mg_mpi_f90_gfortran;mg.f90:2194-2206,mg.f90:2494-2510,mg.f90:2520-2536;zran3;Innermost;0.10999999940395;0.10160948336124;0.83354622125626;1.07;1.00;7.07;5.09;121;7.92;10.49;56.00;52.17;56.00;7.92;11.00
Loop 132;mg_mpi_f90_gfortran;mg.f90:1307-1307;give3;Innermost;0.10000000149012;0.078402385115623;0.64316838979721;1.00;1.00;4.00;1.00;1;33.33;16.67;8.00;8.00;8.00;2.00;8.00
Loop 130;mg_mpi_f90_gfortran;mg.f90:1291-1291;give3;Innermost;0.094999991357327;0.066485218703747;0.54540675878525;1.00;1.00;4.00;1.00;1;33.33;16.67;8.00;8.00;8.00;2.00;8.00
Loop 117;mg_mpi_f90_gfortran;mg.f90:1432-1434;take3;Innermost;0.08500000834465;0.060213033109903;0.49395331740379;1.00;1.00;5.33;1.33;1;0.00;12.50;5.33;5.33;5.33;1.00;4.00
