ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 42;mg_omp_cpp_g++;mg.cpp:1012-1016;resid(void*, void*, void*, int, int, int, double*, int);Innermost;5.4250011444092;5.1490921974182;31.13112449646;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 41;mg_omp_cpp_g++;mg.cpp:1018-1019,mg.cpp:1029-1030;resid(void*, void*, void*, int, int, int, double*, int);Innermost;3.710000038147;3.3316411972046;20.142915725708;1.00;1.00;1.00;1.00;1;100.00;100.00;14.00;14.00;14.00;14.00;14.00
Loop 48;mg_omp_cpp_g++;mg.cpp:917-921;psinv(void*, void*, int, int, int, double*, int);Innermost;2.7349996566772;2.5337357521057;15.318824768066;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 47;mg_omp_cpp_g++;mg.cpp:923-928;psinv(void*, void*, int, int, int, double*, int);Innermost;1.3200000524521;1.2137447595596;7.3382325172424;1.00;1.00;1.00;1.00;1;100.00;100.00;8.00;8.00;8.00;8.00;8.00
Loop 53;mg_omp_cpp_g++;mg.cpp:1108-1113;rprj3(void*, int, int, int, void*, int, int, int, int);Innermost;0.9650000333786;0.91681700944901;5.5430245399475;1.00;1.00;1.38;6.00;1;83.33;68.75;18.00;18.00;18.00;13.00;3.00
Loop 90;mg_omp_cpp_g++;c_randdp.cpp:155-155,c_randdp.cpp:163-172;vranlc(int, double*, double, double*);Single;3.2299997806549;0.45453858375549;2.748114824295;1.00;1.94;4.00;1.55;1;0.00;25.00;34.00;34.00;17.50;8.50;22.00
Loop 52;mg_omp_cpp_g++;mg.cpp:1115-1125;rprj3(void*, int, int, int, void*, int, int, int, int);Innermost;0.47000002861023;0.39895263314247;2.4120452404022;1.00;1.00;1.33;3.75;1;100.00;80.77;30.00;30.00;30.00;22.50;8.00
Loop 77;mg_omp_cpp_g++;mg.cpp:625-629;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.41500002145767;0.37784400582314;2.2844235897064;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 80;mg_omp_cpp_g++;mg.cpp:619-623;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.45000001788139;0.37573316693306;2.2716617584229;1.00;1.00;1.14;5.33;1;100.00;83.33;16.00;16.00;16.00;14.00;3.00
Loop 79;mg_omp_cpp_g++;mg.cpp:637-641;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.37000003457069;0.33210873603821;2.0079107284546;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 82;mg_omp_cpp_g++;mg.cpp:614-617;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.38000002503395;0.32507252693176;1.9653702974319;1.00;1.00;1.00;1.13;1;100.00;100.00;9.00;9.00;9.00;9.00;8.00
Loop 78;mg_omp_cpp_g++;mg.cpp:631-635;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.35000002384186;0.31944355368614;1.9313378334045;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 34;mg_omp_cpp_g++;mg.cpp:545-547;comm3(void*, int, int, int, int) [clone .isra.0];Innermost;0.13000001013279;0.10906111449003;0.65937739610672;1.63;1.00;4.00;6.53;1;0.00;25.00;6.53;4.00;6.53;1.63;1.00
Loop 14;mg_omp_cpp_g++;mg.cpp:841-844;norm2u3(void*, int, int, int, double*, double*, int, int, int);Innermost;0.10499999672174;0.10343216359615;0.6253450512886;1.00;1.00;1.00;1.00;1;100.00;100.00;32.00;32.00;32.00;32.00;32.00
Loop 30;mg_omp_cpp_g++;mg.cpp:558-560;comm3(void*, int, int, int, int) [clone .isra.0];Innermost;0.050000000745058;0.030959287658334;0.18717812001705;1.00;1.00;1.00;8.00;1;100.00;100.00;8.00;8.00;8.00;8.00;1.00
Loop 37;mg_omp_cpp_g++;mg.cpp:1011-1020,mg.cpp:1029-1030;resid(void*, void*, void*, int, int, int, double*, int);InBetween;0.050000000745058;0.027441184967756;0.16590785980225;1.66;1.06;1.34;1.66;3131;37.15;47.44;88.67;53.50;84.00;66.29;53.50
Loop 24;mg_omp_cpp_g++;mg.cpp:479-494,mg.cpp:501-516,mg.cpp:1316-1328;zran3(void*, int, int, int, int, int, int);Innermost;0.16500000655651;0.023219462484121;0.14038357138634;4.21;1.00;8.46;14.27;121;0.00;14.59;157.00;37.33;157.00;18.56;11.00
Loop 33;mg_omp_cpp_g++;mg.cpp:550-552;comm3(void*, int, int, int, int) [clone .isra.0];Innermost;0.035000000149012;0.021812224760652;0.13187548518181;1.00;1.00;1.00;8.00;1;100.00;100.00;8.00;8.00;8.00;8.00;1.00
Loop 43;mg_omp_cpp_g++;mg.cpp:916-928;psinv(void*, void*, int, int, int, double*, int);InBetween;0.030000001192093;0.014776021242142;0.0893350020051;1.54;1.01;1.37;1.54;2635;32.58;43.10;78.50;51.00;78.00;57.43;51.00
Loop 49;mg_omp_cpp_g++;mg.cpp:1106-1125,mg.cpp:1146-1146;rprj3(void*, int, int, int, void*, int, int, int, int);InBetween;0.019999999552965;0.012665161862969;0.076572857797146;2.41;1.82;5.40;2.62;125;17.65;28.43;107.33;44.50;59.00;19.88;41.00
Loop 75;mg_omp_cpp_g++;mg.cpp:613-641;interp(void*, int, int, int, void*, int, int, int, int);InBetween;0.019999999552965;0.011257921345532;0.068064764142036;1.69;1.02;1.25;3.28;1000012;57.33;53.34;101.83;60.17;99.59;81.47;31.00
Loop 76;mg_omp_cpp_g++;mg.cpp:613-613,mg.cpp:616-616,mg.cpp:620-620,mg.cpp:623-623,mg.cpp:632-632,mg.cpp:639-639;interp(void*, int, int, int, void*, int, int, int, int);Outermost;0.0050000003539026;0.00070362008409575;0.0042540477588773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 23;mg_omp_cpp_g++;mg.cpp:1315-1316;zran3(void*, int, int, int, int, int, int);InBetween;0.0049999998882413;0.00070362008409575;0.0042540477588773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 29;mg_omp_cpp_g++;mg.cpp:550-550,mg.cpp:558-560;comm3(void*, int, int, int, int) [clone .isra.0];Outermost;0.0050000003539026;0.00070362008409575;0.0042540477588773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 13;mg_omp_cpp_g++;mg.cpp:840-844;norm2u3(void*, int, int, int, double*, double*, int, int, int);InBetween;0.0050000003539026;0.00070362008409575;0.0042540477588773;1.06;1.04;1.25;1.98;64;62.96;60.49;20.83;19.67;20.08;16.68;10.50
Loop 19;mg_omp_cpp_g++;mg.cpp:1374-1376;zran3(void*, int, int, int, int, int, int);Innermost;0.0049999998882413;0.00070362008409575;0.0042540477588773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
