ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 42;mg_omp_cpp_g++;mg.cpp:1012-1016;resid(void*, void*, void*, int, int, int, double*, int);Innermost;5.3850002288818;5.1611795425415;31.241970062256;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 41;mg_omp_cpp_g++;mg.cpp:1018-1019,mg.cpp:1029-1030;resid(void*, void*, void*, int, int, int, double*, int);Innermost;3.6299998760223;3.2987895011902;19.968435287476;1.00;1.00;1.00;1.00;1;100.00;100.00;14.00;14.00;14.00;14.00;14.00
Loop 48;mg_omp_cpp_g++;mg.cpp:917-921;psinv(void*, void*, int, int, int, double*, int);Innermost;2.6499998569489;2.5390470027924;15.369515419006;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 47;mg_omp_cpp_g++;mg.cpp:923-928;psinv(void*, void*, int, int, int, double*, int);Innermost;1.2799999713898;1.192774772644;7.2201781272888;1.00;1.00;1.00;1.00;1;100.00;100.00;8.00;8.00;8.00;8.00;8.00
Loop 53;mg_omp_cpp_g++;mg.cpp:1108-1113;rprj3(void*, int, int, int, void*, int, int, int, int);Innermost;0.96499997377396;0.92873078584671;5.6218504905701;1.00;1.00;1.38;6.00;1;83.33;68.75;18.00;18.00;18.00;13.00;3.00
Loop 90;mg_omp_cpp_g++;c_randdp.cpp:155-155,c_randdp.cpp:163-172;vranlc(int, double*, double, double*);Single;3.2349994182587;0.45556384325027;2.7576470375061;1.00;1.94;4.00;1.55;1;0.00;25.00;34.00;34.00;17.50;8.50;22.00
Loop 80;mg_omp_cpp_g++;mg.cpp:619-623;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.46500000357628;0.41050040721893;2.4848663806915;1.00;1.00;1.14;5.33;1;100.00;83.33;16.00;16.00;16.00;14.00;3.00
Loop 52;mg_omp_cpp_g++;mg.cpp:1115-1125;rprj3(void*, int, int, int, void*, int, int, int, int);Innermost;0.50999999046326;0.39219334721565;2.374048948288;1.00;1.00;1.33;3.75;1;100.00;80.77;30.00;30.00;30.00;22.50;8.00
Loop 77;mg_omp_cpp_g++;mg.cpp:625-629;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.40000000596046;0.366141051054;2.2163474559784;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 78;mg_omp_cpp_g++;mg.cpp:631-635;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.37499997019768;0.33023104071617;1.9989749193192;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 82;mg_omp_cpp_g++;mg.cpp:614-617;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.35000002384186;0.31544455885887;1.9094685316086;1.00;1.00;1.00;1.13;1;100.00;100.00;9.00;9.00;9.00;9.00;8.00
Loop 79;mg_omp_cpp_g++;mg.cpp:637-641;interp(void*, int, int, int, void*, int, int, int, int);Innermost;0.32500001788139;0.31544455885887;1.9094685316086;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 14;mg_omp_cpp_g++;mg.cpp:841-844;norm2u3(void*, int, int, int, double*, double*, int, int, int);Innermost;0.10999999940395;0.10280112922192;0.62228214740753;1.00;1.00;1.00;1.00;1;100.00;100.00;32.00;32.00;32.00;32.00;32.00
Loop 34;mg_omp_cpp_g++;mg.cpp:545-547;comm3(void*, int, int, int, int) [clone .isra.0];Innermost;0.12000000476837;0.094351731240749;0.57113569974899;1.63;1.00;4.00;6.53;1;0.00;25.00;6.53;4.00;6.53;1.63;1.00
Loop 30;mg_omp_cpp_g++;mg.cpp:558-560;comm3(void*, int, int, int, int) [clone .isra.0];Innermost;0.045000001788139;0.034501753747463;0.2088481336832;1.00;1.00;1.00;8.00;1;100.00;100.00;8.00;8.00;8.00;8.00;1.00
Loop 37;mg_omp_cpp_g++;mg.cpp:1011-1020,mg.cpp:1029-1030;resid(void*, void*, void*, int, int, int, double*, int);InBetween;0.074999995529652;0.034501753747463;0.2088481336832;1.66;1.06;1.34;1.66;3131;37.15;47.44;88.67;53.50;84.00;66.29;53.50
Loop 33;mg_omp_cpp_g++;mg.cpp:550-552;comm3(void*, int, int, int, int) [clone .isra.0];Innermost;0.045000001788139;0.029572928324342;0.17901267111301;1.00;1.00;1.00;8.00;1;100.00;100.00;8.00;8.00;8.00;8.00;1.00
Loop 24;mg_omp_cpp_g++;mg.cpp:479-494,mg.cpp:501-516,mg.cpp:1316-1328;zran3(void*, int, int, int, int, int, int);Innermost;0.17499999701977;0.024644108489156;0.14917723834515;4.21;1.00;8.46;14.27;121;0.00;14.59;157.00;37.33;157.00;18.56;11.00
Loop 43;mg_omp_cpp_g++;mg.cpp:916-928;psinv(void*, void*, int, int, int, double*, int);InBetween;0.025000000372529;0.014082347974181;0.085244134068489;1.54;1.01;1.37;1.54;2635;32.58;43.10;78.50;51.00;78.00;57.43;51.00
Loop 75;mg_omp_cpp_g++;mg.cpp:613-641;interp(void*, int, int, int, void*, int, int, int, int);InBetween;0.015000000596046;0.0091535253450274;0.05540868267417;1.69;1.02;1.25;3.28;1000012;57.33;53.34;101.83;60.17;99.59;81.47;31.00
Loop 49;mg_omp_cpp_g++;mg.cpp:1106-1125,mg.cpp:1146-1146;rprj3(void*, int, int, int, void*, int, int, int, int);InBetween;0.015000000596046;0.0077452915720642;0.046884275972843;2.41;1.82;5.40;2.62;125;17.65;28.43;107.33;44.50;59.00;19.88;41.00
Loop 13;mg_omp_cpp_g++;mg.cpp:840-844;norm2u3(void*, int, int, int, double*, double*, int, int, int);InBetween;0.0049999998882413;0.0021123520564288;0.012786619365215;1.06;1.04;1.25;1.98;64;62.96;60.49;20.83;19.67;20.08;16.68;10.50
Loop 84;mg_omp_cpp_g++;mg.cpp:1242-1244;mg3P(double*, double*, double*, double*, double*, int, int, int, int) [clone .isra.0];Innermost;0.0050000003539026;0.0014082347042859;0.0085244132205844;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
