ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 9;mg_omp_f90_gfortran;mg.f90:609-611;resid_._omp_fn.0;Innermost;3.0499997138977;2.8413677215576;27.009155273438;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 8;mg_omp_f90_gfortran;mg.f90:623-623;resid_._omp_fn.0;Innermost;2.5649998188019;2.3560190200806;22.395582199097;1.00;1.00;1.00;1.25;1;100.00;100.00;20.00;20.00;20.00;20.00;16.00
Loop 20;mg_omp_f90_gfortran;mg.f90:538-540;psinv_._omp_fn.0;Innermost;1.4599996805191;1.3885650634766;13.19926738739;1.00;1.00;1.00;1.01;1;100.00;100.00;24.33;24.33;24.33;24.33;24.00
Loop 19;mg_omp_f90_gfortran;mg.f90:547-547;psinv_._omp_fn.0;Innermost;0.85999995470047;0.7507336139679;7.136239528656;1.00;1.00;1.00;1.17;1;100.00;100.00;11.67;11.67;11.67;11.67;10.00
Loop 62;mg_omp_f90_gfortran;mg.f90:701-703;rprj3_._omp_fn.0;Innermost;0.5349999666214;0.53466248512268;5.0823349952698;1.00;1.00;1.28;2.67;1;66.67;58.33;16.00;16.00;16.00;12.50;6.00
Loop 24;mg_omp_f90_gfortran;mg.f90:803-805;interp_._omp_fn.0;Innermost;0.26499998569489;0.24916312098503;2.3684668540955;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 26;mg_omp_f90_gfortran;mg.f90:791-793;interp_._omp_fn.0;Innermost;0.25;0.23553700745106;2.2389414310455;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 61;mg_omp_f90_gfortran;mg.f90:709-716;rprj3_._omp_fn.0;Innermost;0.24500000476837;0.21671998500824;2.0600726604462;1.00;1.00;1.00;2.00;1;100.00;100.00;24.00;24.00;24.00;24.00;12.00
Loop 29;mg_omp_f90_gfortran;mg.f90:778-780;interp_._omp_fn.0;Innermost;0.24000000953674;0.20049843192101;1.9058755636215;1.00;1.00;1.00;1.00;1;100.00;100.00;16.00;16.00;16.00;16.00;16.00
Loop 25;mg_omp_f90_gfortran;mg.f90:797-799;interp_._omp_fn.0;Innermost;0.20499999821186;0.18557459115982;1.7640142440796;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
Loop 27;mg_omp_f90_gfortran;mg.f90:785-787;interp_._omp_fn.0;Innermost;0.21999998390675;0.17000190913677;1.6159851551056;1.00;1.00;1.00;2.06;1;100.00;100.00;16.50;16.50;16.50;16.50;8.00
