node;pid;tid;core_id;sample_count;
fedora;21125;21159;11;975;
fedora;21125;21159;12;934;
fedora;21125;21160;13;1905;
fedora;21125;21160;14;1;
fedora;21125;21161;15;9;
fedora;21125;21161;16;1898;
fedora;21125;21156;5;438;
fedora;21125;21156;6;1469;
fedora;21125;21157;1;1;
fedora;21125;21157;7;1825;
fedora;21125;21157;8;82;
fedora;21125;21125;3;1;
fedora;21125;21125;11;191;
fedora;21125;21154;1;1908;
fedora;21125;21155;3;539;
fedora;21125;21155;4;1367;
fedora;21125;21158;9;93;
fedora;21125;21158;10;1813;
