ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 125;mg_mpi_f90_gfortran;mg.f90:739-741;resid;Innermost;5.4900016784668;5.4900016784668;22.267471313477;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 124;mg_mpi_f90_gfortran;mg.f90:753-753;resid;Innermost;4.915002822876;4.915002822876;19.935274124146;1.00;1.00;1.00;1.00;1;100.00;100.00;14.00;14.00;14.00;14.00;14.00
Loop 129;mg_mpi_f90_gfortran;mg.f90:669-671;psinv;Innermost;2.5199990272522;2.5199990272522;10.221128463745;1.00;1.00;1.00;1.00;1;100.00;100.00;12.00;12.00;12.00;12.00;12.00
Loop 128;mg_mpi_f90_gfortran;mg.f90:678-678;psinv;Innermost;2.1099991798401;2.1099991798401;8.5581665039063;1.00;1.00;1.00;1.00;1;100.00;100.00;16.00;16.00;16.00;16.00;16.00
Loop 133;mg_mpi_f90_gfortran;mg.f90:835-837;rprj3;Innermost;1.2899996042252;1.2899996042252;5.2322444915771;1.00;1.00;1.38;6.00;1;83.33;68.75;18.00;18.00;18.00;13.00;3.00
Loop 97;mg_mpi_f90_gfortran;mg.f90:1849-1850;comm1p;Single;0.86999994516373;0.86999994516373;3.5287239551544;1.00;1.00;1.00;8.00;1;100.00;100.00;8.00;8.00;8.00;8.00;1.00
Loop 132;mg_mpi_f90_gfortran;mg.f90:844-851;rprj3;Innermost;0.83999997377396;0.83999991416931;3.4070436954498;1.00;1.00;1.33;3.75;1;100.00;81.17;30.00;30.00;30.00;22.50;8.00
Loop 83;mg_mpi_f90_gfortran;mg.f90:934-936;interp;Innermost;0.5799999833107;0.5799999833107;2.3524825572968;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 85;mg_mpi_f90_gfortran;mg.f90:922-924;interp;Innermost;0.5349999666214;0.5349999666214;2.1699624061584;1.00;1.00;1.14;5.33;1;100.00;84.78;16.00;16.00;16.00;14.00;3.00
Loop 82;mg_mpi_f90_gfortran;mg.f90:940-942;interp;Innermost;0.5349999666214;0.5349999666214;2.1699624061584;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 84;mg_mpi_f90_gfortran;mg.f90:928-930;interp;Innermost;0.50499999523163;0.50499999523163;2.0482823848724;1.00;1.00;1.14;5.33;1;100.00;82.61;16.00;16.00;16.00;14.00;3.00
Loop 2;mg_mpi_f90_gfortran;mg.f90:1078-1081;norm2u3;Innermost;0.34000000357628;0.33999997377396;1.3790414333344;1.00;1.71;4.00;1.71;256;14.29;28.57;13.67;13.67;8.00;3.42;8.00
Loop 163;mg_mpi_f90_gfortran;randi8.f90:59-61;vranlc;Single;0.27499997615814;0.27499997615814;1.1154011487961;1.00;1.24;4.00;1.00;1;0.00;25.00;32.00 - 40.00;32.00 - 40.00;25.86 - 32.33;8.00 - 10.00;32.00 - 40.00
Loop 86;mg_mpi_f90_gfortran;mg.f90:915-917;interp;Innermost;0.23999997973442;0.23999999463558;0.97344106435776;1.00;1.00;1.00;1.13;1;100.00;100.00;9.00;9.00;9.00;9.00;8.00
