group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;0,;0xba72,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xbaab,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xbab5,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xba69,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xba85,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xba98,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0xba8e,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xbaa2,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0xba7c,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0xba60,;Success;16;Success;8;8;0;8;0;1;
