key;label;is_mpi;is_omp;
fedora_560121;560121;false;false;
fedora_560121_560121;560121;false;false;
fedora_560121_560134;560134;false;false;
fedora_560121_560135;560135;false;false;
fedora_560121_560136;560136;false;false;
fedora_560121_560137;560137;false;false;
fedora_560121_560138;560138;false;false;
fedora_560121_560139;560139;false;false;
fedora_560121_560140;560140;false;false;
