group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x2ded,0x2e27,0x2e75,0x2ec4,;Success;128;Success;128;128;0;128;128;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;0,32,64,96,;0x2e67,0x2ea5,0x2eb7,0x2ef6,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x2ddc,0x2e0f,0x2e53,0x2ebe,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x2df9,0x2e35,0x2e80,0x2ed2,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x2df3,0x2e2e,0x2e6e,0x2ed9,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x2de7,0x2e1c,0x2e60,0x2ecb,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x2dff,0x2e3c,0x2e87,0x2ee0,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x2de1,0x2e15,0x2e59,0x2e9e,;Success;128;Success;128;128;0;128;128;4;
1;L;CMP,;264,;0x2f01,;Success;0;Success;8;8;0;8;0;1;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x2dd7,0x2e09,0x2e4d,0x2e98,;Success;128;Success;128;128;0;128;128;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;0,32,64,96,;0x2e43,0x2e8e,0x2eb1,0x2ef0,;Success;128;Success;128;128;0;128;128;4;
