node;pid;tid;core_id;sample_count;
fedora;19990;20014;9;91;
fedora;19990;20014;10;1821;
fedora;19990;20015;11;1810;
fedora;19990;20015;12;104;
fedora;19990;19990;4;1;
fedora;19990;19990;7;193;
fedora;19990;20013;7;244;
fedora;19990;20013;8;1668;
fedora;19990;20016;13;82;
fedora;19990;20016;14;1832;
fedora;19990;20010;1;1912;
fedora;19990;20010;2;1;
fedora;19990;20011;3;176;
fedora;19990;20011;4;1738;
fedora;19990;20012;5;92;
fedora;19990;20012;6;1823;
fedora;19990;20017;1;1;
fedora;19990;20017;15;9;
fedora;19990;20017;16;1904;
